,0
"(8, 1, 276737)",1.5824
"(8, 1, 276738)",2.02604
"(8, 2, 276183)",1.45002
"(8, 2, 276184)",1.24251
"(8, 2, 275911)",2.19481
"(8, 2, 275912)",1.26347
"(8, 2, 276240)",1.15513
"(8, 2, 276241)",1.07767
"(8, 2, 276264)",1.05676
"(8, 2, 276265)",1.16871
"(8, 2, 276268)",1.13005
"(8, 2, 276269)",1.14096
"(8, 2, 276737)",1.54794
"(8, 2, 276738)",1.90307
"(9, 0, 276183)",1.49802
"(9, 0, 276184)",1.23611
"(9, 0, 275911)",2.39303
"(9, 0, 275912)",1.2223
"(9, 0, 276240)",1.09359
"(9, 0, 276241)",1.08086
"(9, 0, 276264)",1.0215299999999998
"(9, 0, 276265)",1.2477
"(9, 0, 276268)",1.14875
"(9, 0, 276269)",1.1469
"(9, 0, 276737)",1.48165
"(9, 0, 276738)",1.84883
"(9, 1, 276183)",1.4873299999999998
"(9, 1, 276184)",1.23319
"(9, 1, 275911)",2.3845400000000003
"(9, 1, 275912)",1.27994
"(9, 1, 276240)",1.15667
"(9, 1, 276241)",1.10564
"(9, 1, 276264)",1.01655
"(9, 1, 276265)",1.20882
"(9, 1, 276268)",1.17823
"(9, 1, 276269)",1.13727
"(9, 1, 276737)",1.60989
"(9, 1, 276738)",1.67467
"(9, 2, 276183)",1.58106
"(9, 2, 276184)",1.21788
"(9, 2, 275911)",2.19508
"(9, 2, 275912)",1.62442
"(9, 2, 276240)",1.14314
"(9, 2, 276241)",1.10523
"(9, 2, 276264)",1.00263
"(9, 2, 276265)",1.2072200000000002
"(9, 2, 276268)",1.0837
"(9, 2, 276269)",1.1313
"(9, 2, 276737)",1.66333
"(9, 2, 276738)",1.6973200000000002
"(10, 0, 276183)",1.79403
"(10, 0, 276184)",1.41339
"(10, 0, 275911)",1.88736
"(10, 0, 275912)",1.33321
"(10, 0, 276240)",1.2556
"(10, 0, 276241)",1.15034
"(10, 0, 276264)",1.01634
"(10, 0, 276265)",1.29479
"(10, 0, 276268)",1.18507
"(10, 0, 276269)",1.17641
"(10, 0, 276737)",1.36137
"(10, 0, 276738)",1.74142
"(10, 1, 276183)",1.8983
"(10, 1, 276184)",1.31804
"(10, 1, 275911)",2.06028
"(10, 1, 275912)",1.23771
"(10, 1, 276240)",1.29855
"(10, 1, 276241)",1.21088
"(10, 1, 276264)",1.02372
"(10, 1, 276265)",1.2892
"(10, 1, 276268)",1.24845
"(10, 1, 276269)",1.1590200000000002
"(10, 1, 276737)",1.32629
"(10, 1, 276738)",1.4371
"(10, 2, 276183)",1.92544
"(10, 2, 276184)",1.2361
"(10, 2, 275911)",1.90029
"(10, 2, 275912)",1.17137
"(10, 2, 276240)",1.26007
"(10, 2, 276241)",1.1398700000000002
"(10, 2, 276264)",1.02799
"(10, 2, 276265)",1.25183
"(10, 2, 276268)",1.26369
"(10, 2, 276269)",1.19372
"(10, 2, 276737)",1.35903
"(10, 2, 276738)",1.38001
"(11, 0, 276183)",1.7226
"(11, 0, 276184)",1.18182
"(11, 0, 275911)",1.78725
"(11, 0, 275912)",1.24661
"(11, 0, 276240)",1.24026
"(11, 0, 276241)",1.13258
"(11, 0, 276264)",1.00967
"(11, 0, 276265)",1.18582
"(11, 0, 276268)",1.17584
"(11, 0, 276269)",1.13558
"(11, 0, 276737)",1.3259299999999998
"(11, 0, 276738)",1.38673
"(11, 1, 276183)",1.7433900000000002
"(11, 1, 276184)",1.14591
"(11, 1, 275911)",1.80553
"(11, 1, 275912)",1.33304
"(11, 1, 276240)",1.21963
"(11, 1, 276241)",1.11692
"(11, 1, 276264)",1.04067
"(11, 1, 276265)",1.22345
"(11, 1, 276268)",1.17549
"(11, 1, 276269)",1.18462
"(11, 1, 276737)",1.33784
"(11, 1, 276738)",1.2245
"(11, 2, 276183)",1.7267099999999995
"(11, 2, 276184)",1.14153
"(11, 2, 275911)",1.86933
"(11, 2, 275912)",1.28799
"(11, 2, 276240)",1.24839
"(11, 2, 276241)",1.11774
"(11, 2, 276264)",1.026
"(11, 2, 276265)",1.19595
"(11, 2, 276268)",1.21166
"(11, 2, 276269)",1.22498
"(11, 2, 276737)",1.35143
"(11, 2, 276738)",1.33938
"(12, 0, 276183)",1.52073
"(12, 0, 276184)",1.14159
"(12, 0, 275911)",1.32496
"(12, 0, 275912)",1.16884
"(12, 0, 276240)",1.16887
"(12, 0, 276241)",1.09744
"(12, 0, 276264)",1.01564
"(12, 0, 276265)",1.26268
"(12, 0, 276268)",1.21106
"(12, 0, 276269)",1.1363299999999998
"(12, 0, 276737)",1.54718
"(12, 0, 276738)",1.57843
"(12, 1, 276183)",1.2452
"(12, 1, 276184)",1.12379
"(12, 1, 275911)",1.2937
"(12, 1, 275912)",1.07748
"(12, 1, 276240)",1.1728
"(12, 1, 276241)",1.0797
"(12, 1, 276264)",1.0390700000000002
"(12, 1, 276265)",1.29972
"(12, 1, 276268)",1.20579
"(12, 1, 276269)",1.10985
"(12, 1, 276737)",1.41104
"(12, 1, 276738)",1.6372
"(12, 2, 276183)",1.11739
"(12, 2, 276184)",1.12626
"(12, 2, 275911)",1.31896
"(12, 2, 275912)",1.10265
"(12, 2, 276240)",1.15233
"(12, 2, 276241)",1.08636
"(12, 2, 276264)",1.04996
"(12, 2, 276265)",1.25506
"(12, 2, 276268)",1.17776
"(12, 2, 276269)",1.17602
"(12, 2, 276737)",1.92319
"(12, 2, 276738)",1.79004
"(13, 0, 276183)",1.11546
"(13, 0, 276184)",1.12927
"(13, 0, 275911)",1.56019
"(13, 0, 275912)",1.1042299999999998
"(13, 0, 276240)",1.18896
"(13, 0, 276241)",1.06933
"(13, 0, 276264)",0.979539
"(13, 0, 276265)",1.56474
"(13, 0, 276268)",1.18292
"(13, 0, 276269)",1.1419
"(13, 0, 276737)",1.97976
"(13, 0, 276738)",1.90714
"(13, 1, 276183)",1.09034
"(13, 1, 276184)",1.11768
"(13, 1, 275911)",1.6528
"(13, 1, 275912)",1.06617
"(13, 1, 276240)",1.13399
"(13, 1, 276241)",1.07265
"(13, 1, 276264)",0.989121
"(13, 1, 276265)",1.30553
"(13, 1, 276268)",1.23758
"(13, 1, 276269)",1.14469
"(13, 1, 276737)",1.40004
"(13, 1, 276738)",1.64875
"(13, 2, 276183)",1.09124
"(13, 2, 276184)",1.10056
"(13, 2, 275911)",1.42688
"(13, 2, 275912)",1.17183
"(13, 2, 276240)",1.10406
"(13, 2, 276241)",1.0890799999999998
"(13, 2, 276264)",0.99841
"(13, 2, 276265)",1.39063
"(13, 2, 276268)",1.22304
"(13, 2, 276269)",1.27047
"(13, 2, 276737)",1.41156
"(13, 2, 276738)",1.56111
"(0, 0, 276183)",1.03614
"(0, 0, 276184)",2.41377
"(0, 0, 275911)",1.65139
"(0, 0, 275912)",4.26796
"(0, 0, 276240)",1.16202
"(0, 0, 276241)",1.4794200000000002
"(0, 0, 276264)",0.973052
"(0, 0, 276265)",2.04115
"(0, 0, 276268)",1.68249
"(0, 0, 276269)",2.16609
"(0, 0, 276737)",1.38497
"(0, 0, 276738)",1.16868
"(0, 1, 276183)",1.04321
"(0, 1, 276184)",2.14323
"(0, 1, 275911)",1.66802
"(0, 1, 275912)",3.17451
"(0, 1, 276240)",1.11602
"(0, 1, 276241)",1.5621
"(0, 1, 276264)",0.97279
"(0, 1, 276265)",1.61022
"(0, 1, 276268)",1.60702
"(0, 1, 276269)",2.16831
"(0, 1, 276737)",1.2687
"(0, 1, 276738)",1.08477
"(0, 2, 276183)",1.05334
"(0, 2, 276184)",1.92672
"(0, 2, 275911)",1.45793
"(0, 2, 275912)",2.89168
"(0, 2, 276240)",1.10925
"(0, 2, 276241)",1.401
"(0, 2, 276264)",0.997491
"(0, 2, 276265)",1.1909
"(0, 2, 276268)",1.15794
"(0, 2, 276269)",2.62706
"(0, 2, 276737)",1.31007
"(0, 2, 276738)",1.21749
"(1, 0, 276183)",1.0683
"(1, 0, 276184)",1.67451
"(1, 0, 275911)",1.27889
"(1, 0, 275912)",2.5742700000000003
"(1, 0, 276240)",1.14551
"(1, 0, 276241)",1.3781
"(1, 0, 276264)",1.00112
"(1, 0, 276265)",1.1959
"(1, 0, 276268)",1.2704799999999998
"(1, 0, 276269)",2.2652
"(1, 0, 276737)",1.28742
"(1, 0, 276738)",1.18705
"(1, 1, 276183)",1.06236
"(1, 1, 276184)",1.7255200000000002
"(1, 1, 275911)",1.16059
"(1, 1, 275912)",2.35717
"(1, 1, 276240)",1.18779
"(1, 1, 276241)",1.24279
"(1, 1, 276264)",0.987451
"(1, 1, 276265)",1.12492
"(1, 1, 276268)",1.13309
"(1, 1, 276269)",2.31434
"(1, 1, 276737)",1.3722299999999998
"(1, 1, 276738)",1.19744
"(1, 2, 276183)",1.0854700000000002
"(1, 2, 276184)",1.37999
"(1, 2, 275911)",1.3318
"(1, 2, 275912)",2.13525
"(1, 2, 276240)",1.28693
"(1, 2, 276241)",1.3205
"(1, 2, 276264)",1.01351
"(1, 2, 276265)",1.15034
"(1, 2, 276268)",1.12883
"(1, 2, 276269)",1.71395
"(1, 2, 276737)",1.4638
"(1, 2, 276738)",1.1503
"(2, 0, 276183)",1.12604
"(2, 0, 276184)",2.33063
"(2, 0, 275911)",1.418
"(2, 0, 275912)",2.11316
"(2, 0, 276240)",1.10344
"(2, 0, 276241)",1.09507
"(2, 0, 276264)",0.955843
"(2, 0, 276265)",1.16955
"(2, 0, 276268)",1.14212
"(2, 0, 276269)",1.32466
"(2, 0, 276737)",1.32904
"(2, 0, 276738)",1.49721
"(2, 1, 276183)",1.2452299999999998
"(2, 1, 276184)",2.57303
"(2, 1, 275911)",1.36984
"(2, 1, 275912)",2.20313
"(2, 1, 276240)",1.09837
"(2, 1, 276241)",1.10986
"(2, 1, 276264)",0.97352
"(2, 1, 276265)",1.15809
"(2, 1, 276268)",1.16935
"(2, 1, 276269)",1.11643
"(2, 1, 276737)",1.36709
"(2, 1, 276738)",1.43863
"(2, 2, 276183)",1.45464
"(2, 2, 276184)",2.32138
"(2, 2, 275911)",1.27898
"(2, 2, 275912)",1.96215
"(2, 2, 276240)",1.12504
"(2, 2, 276241)",1.1058
"(2, 2, 276264)",1.01683
"(2, 2, 276265)",1.1759700000000002
"(2, 2, 276268)",1.15737
"(2, 2, 276269)",1.09535
"(2, 2, 276737)",1.38217
"(2, 2, 276738)",1.41681
"(3, 0, 276183)",1.49566
"(3, 0, 276184)",2.08882
"(3, 0, 275911)",1.20218
"(3, 0, 275912)",1.93723
"(3, 0, 276240)",1.12164
"(3, 0, 276241)",1.10834
"(3, 0, 276264)",0.98647
"(3, 0, 276265)",1.19533
"(3, 0, 276268)",1.11764
"(3, 0, 276269)",1.11097
"(3, 0, 276737)",1.41589
"(3, 0, 276738)",1.32714
"(3, 1, 276183)",1.50231
"(3, 1, 276184)",2.34587
"(3, 1, 275911)",1.2174200000000002
"(3, 1, 275912)",1.85321
"(3, 1, 276240)",1.12003
"(3, 1, 276241)",1.16906
"(3, 1, 276264)",0.979292
"(3, 1, 276265)",1.24613
"(3, 1, 276268)",1.1039
"(3, 1, 276269)",1.13906
"(3, 1, 276737)",1.36693
"(3, 1, 276738)",1.40027
"(3, 2, 276183)",1.46384
"(3, 2, 276184)",2.12321
"(3, 2, 275911)",1.25033
"(3, 2, 275912)",1.66061
"(3, 2, 276240)",1.1156700000000002
"(3, 2, 276241)",1.09622
"(3, 2, 276264)",0.98917
"(3, 2, 276265)",1.14798
"(3, 2, 276268)",1.10301
"(3, 2, 276269)",1.10179
"(3, 2, 276737)",1.40869
"(3, 2, 276738)",1.2432
"(4, 0, 276183)",1.04922
"(4, 0, 276184)",1.12122
"(4, 0, 275911)",1.18225
"(4, 0, 275912)",1.18376
"(4, 0, 276240)",1.08815
"(4, 0, 276241)",1.05188
"(4, 0, 276264)",0.98286
"(4, 0, 276265)",1.17121
"(4, 0, 276268)",1.09313
"(4, 0, 276269)",1.11004
"(4, 0, 276737)",1.34611
"(4, 0, 276738)",2.42745
"(4, 1, 276183)",1.05354
"(4, 1, 276184)",1.1389200000000002
"(4, 1, 275911)",1.17248
"(4, 1, 275912)",1.16528
"(4, 1, 276240)",1.00756
"(4, 1, 276241)",1.05428
"(4, 1, 276264)",0.997268
"(4, 1, 276265)",1.18811
"(4, 1, 276268)",1.14085
"(4, 1, 276269)",1.10684
"(4, 1, 276737)",1.42039
"(4, 1, 276738)",2.10748
"(4, 2, 276183)",1.07464
"(4, 2, 276184)",1.15103
"(4, 2, 275911)",1.20144
"(4, 2, 275912)",1.08836
"(4, 2, 276240)",1.06857
"(4, 2, 276241)",1.0563
"(4, 2, 276264)",0.989847
"(4, 2, 276265)",1.38236
"(4, 2, 276268)",1.08889
"(4, 2, 276269)",1.11875
"(4, 2, 276737)",1.4433
"(4, 2, 276738)",1.62936
"(5, 0, 276183)",1.06261
"(5, 0, 276184)",1.14519
"(5, 0, 275911)",1.2068299999999998
"(5, 0, 275912)",1.1462
"(5, 0, 276240)",1.01646
"(5, 0, 276241)",1.02988
"(5, 0, 276264)",0.997732
"(5, 0, 276265)",1.25618
"(5, 0, 276268)",1.04224
"(5, 0, 276269)",1.10126
"(5, 0, 276737)",1.4085299999999998
"(5, 0, 276738)",1.77902
"(5, 1, 276183)",1.06386
"(5, 1, 276184)",1.15505
"(5, 1, 275911)",1.21331
"(5, 1, 275912)",1.13246
"(5, 1, 276240)",0.986468
"(5, 1, 276241)",1.03057
"(5, 1, 276264)",1.02821
"(5, 1, 276265)",1.32186
"(5, 1, 276268)",1.14995
"(5, 1, 276269)",1.1015
"(5, 1, 276737)",1.57325
"(5, 1, 276738)",1.80931
"(5, 2, 276183)",1.05966
"(5, 2, 276184)",1.17474
"(5, 2, 275911)",1.16577
"(5, 2, 275912)",1.2170299999999998
"(5, 2, 276240)",1.0685
"(5, 2, 276241)",1.01951
"(5, 2, 276264)",0.966486
"(5, 2, 276265)",1.30809
"(5, 2, 276268)",1.1426
"(5, 2, 276269)",1.13916
"(5, 2, 276737)",1.4584
"(5, 2, 276738)",1.84661
"(6, 0, 276183)",3.77087
"(6, 0, 276184)",1.40866
"(6, 0, 275911)",1.5526
"(6, 0, 275912)",2.80302
"(6, 0, 276240)",1.08895
"(6, 0, 276241)",1.07952
"(6, 0, 276264)",0.976473
"(6, 0, 276265)",3.12705
"(6, 0, 276268)",1.11828
"(6, 0, 276269)",1.14455
"(6, 0, 276737)",1.62452
"(6, 0, 276738)",6.10265
"(6, 1, 276183)",2.45155
"(6, 1, 276184)",1.41484
"(6, 1, 275911)",1.79378
"(6, 1, 275912)",3.33887
"(6, 1, 276240)",1.20818
"(6, 1, 276241)",1.0993
"(6, 1, 276264)",1.02349
"(6, 1, 276265)",1.60284
"(6, 1, 276268)",1.16852
"(6, 1, 276269)",1.12545
"(6, 1, 276737)",1.43084
"(6, 1, 276738)",3.03907
"(6, 2, 276183)",1.6703400000000002
"(6, 2, 276184)",1.36993
"(6, 2, 275911)",2.05288
"(6, 2, 275912)",2.58496
"(6, 2, 276240)",1.26165
"(6, 2, 276241)",1.05151
"(6, 2, 276264)",0.987357
"(6, 2, 276265)",1.26949
"(6, 2, 276268)",1.11576
"(6, 2, 276269)",1.17814
"(6, 2, 276737)",1.70975
"(6, 2, 276738)",2.56776
"(7, 0, 276183)",1.61314
"(7, 0, 276184)",1.29238
"(7, 0, 275911)",2.51731
"(7, 0, 275912)",2.134
"(7, 0, 276240)",1.21006
"(7, 0, 276241)",1.12373
"(7, 0, 276264)",0.992815
"(7, 0, 276265)",1.27725
"(7, 0, 276268)",1.12082
"(7, 0, 276269)",1.13061
"(7, 0, 276737)",1.84685
"(7, 0, 276738)",2.2155400000000003
"(7, 1, 276183)",1.88632
"(7, 1, 276184)",1.25501
"(7, 1, 275911)",1.70348
"(7, 1, 275912)",1.63249
"(7, 1, 276240)",1.13178
"(7, 1, 276241)",1.1085200000000002
"(7, 1, 276264)",0.984576
"(7, 1, 276265)",1.25783
"(7, 1, 276268)",1.15078
"(7, 1, 276269)",1.16089
"(7, 1, 276737)",1.62884
"(7, 1, 276738)",1.7606099999999998
"(7, 2, 276183)",2.09076
"(7, 2, 276184)",1.2281799999999998
"(7, 2, 275911)",1.75798
"(7, 2, 275912)",1.50504
"(7, 2, 276240)",1.1262299999999998
"(7, 2, 276241)",1.1617
"(7, 2, 276264)",0.98157
"(7, 2, 276265)",1.28746
"(7, 2, 276268)",1.17093
"(7, 2, 276269)",1.14529
"(7, 2, 276737)",1.79253
"(7, 2, 276738)",3.1912
"(8, 0, 276183)",2.12395
"(8, 0, 276184)",1.17464
"(8, 0, 275911)",1.94021
"(8, 0, 275912)",1.15569
"(8, 0, 276240)",1.2129299999999998
"(8, 0, 276241)",1.1034
"(8, 0, 276264)",0.998228
"(8, 0, 276265)",1.20959
"(8, 0, 276268)",1.08346
"(8, 0, 276269)",1.15638
"(8, 0, 276737)",1.52731
"(8, 0, 276738)",1.85461
"(8, 1, 276183)",1.85392
"(8, 1, 276184)",1.15524
"(8, 1, 275911)",1.84432
"(8, 1, 275912)",1.16545
"(8, 1, 276240)",1.3182
"(8, 1, 276241)",1.12015
"(8, 1, 276264)",0.959355
"(8, 1, 276265)",1.26738
"(8, 1, 276268)",1.09398
"(8, 1, 276269)",1.13847
"(8, 1, 276737)",1.43072
"(8, 1, 276738)",1.9187
"(8, 2, 276183)",1.55808
"(8, 2, 276184)",1.16852
"(8, 2, 275911)",1.92913
"(8, 2, 275912)",1.17711
"(8, 2, 276240)",1.276
"(8, 2, 276241)",1.12627
"(8, 2, 276264)",0.980856
"(8, 2, 276265)",1.22579
"(8, 2, 276268)",1.13742
"(8, 2, 276269)",1.15775
"(8, 2, 276737)",1.36745
"(8, 2, 276738)",1.7493599999999998
"(9, 0, 276183)",1.59954
"(9, 0, 276184)",1.18724
"(9, 0, 275911)",1.9858
"(9, 0, 275912)",1.22157
"(9, 0, 276240)",1.21476
"(9, 0, 276241)",1.12495
"(9, 0, 276264)",0.982654
"(9, 0, 276265)",1.2751
"(9, 0, 276268)",1.1633
"(9, 0, 276269)",1.14208
"(9, 0, 276737)",1.47999
"(9, 0, 276738)",1.56242
"(9, 1, 276183)",1.7475900000000002
"(9, 1, 276184)",1.18994
"(9, 1, 275911)",2.02427
"(9, 1, 275912)",1.27051
"(9, 1, 276240)",1.25176
"(9, 1, 276241)",1.09297
"(9, 1, 276264)",0.975349
"(9, 1, 276265)",1.17374
"(9, 1, 276268)",1.12834
"(9, 1, 276269)",1.20835
"(9, 1, 276737)",1.51555
"(9, 1, 276738)",2.08459
"(9, 2, 276183)",1.77932
"(9, 2, 276184)",1.16286
"(9, 2, 275911)",1.73333
"(9, 2, 275912)",1.25223
"(9, 2, 276240)",1.30578
"(9, 2, 276241)",1.10942
"(9, 2, 276264)",0.952214
"(9, 2, 276265)",1.17275
"(9, 2, 276268)",1.19611
"(9, 2, 276269)",1.19424
"(9, 2, 276737)",1.3712
"(9, 2, 276738)",1.88941
"(10, 0, 276183)",1.92686
"(10, 0, 276184)",1.40851
"(10, 0, 275911)",1.83418
"(10, 0, 275912)",1.30106
"(10, 0, 276240)",1.50424
"(10, 0, 276241)",1.28302
"(10, 0, 276264)",1.0379200000000002
"(10, 0, 276265)",1.20121
"(10, 0, 276268)",1.16855
"(10, 0, 276269)",1.13596
"(10, 0, 276737)",1.48127
"(10, 0, 276738)",1.3646200000000002
"(10, 1, 276183)",1.93268
"(10, 1, 276184)",1.39609
"(10, 1, 275911)",1.85265
"(10, 1, 275912)",1.37432
"(10, 1, 276240)",1.51874
"(10, 1, 276241)",1.2361799999999998
"(10, 1, 276264)",1.01786
"(10, 1, 276265)",1.18834
"(10, 1, 276268)",1.1842700000000002
"(10, 1, 276269)",1.1515
"(10, 1, 276737)",1.44331
"(10, 1, 276738)",1.3252
"(10, 2, 276183)",2.11148
"(10, 2, 276184)",1.43047
"(10, 2, 275911)",1.8156
"(10, 2, 275912)",1.23655
"(10, 2, 276240)",1.39153
"(10, 2, 276241)",1.21373
"(10, 2, 276264)",1.03161
"(10, 2, 276265)",1.22139
"(10, 2, 276268)",1.24741
"(10, 2, 276269)",1.12877
"(10, 2, 276737)",1.42226
"(10, 2, 276738)",1.39169
"(11, 0, 276183)",2.01021
"(11, 0, 276184)",1.45075
"(11, 0, 275911)",1.88834
"(11, 0, 275912)",1.17132
"(11, 0, 276240)",1.30321
"(11, 0, 276241)",1.16027
"(11, 0, 276264)",1.05457
"(11, 0, 276265)",1.22462
"(11, 0, 276268)",1.25204
"(11, 0, 276269)",1.1314
"(11, 0, 276737)",1.37923
"(11, 0, 276738)",1.43354
"(11, 1, 276183)",1.79473
"(11, 1, 276184)",1.30389
"(11, 1, 275911)",1.87375
"(11, 1, 275912)",1.24038
"(11, 1, 276240)",1.25808
"(11, 1, 276241)",1.14311
"(11, 1, 276264)",1.04096
"(11, 1, 276265)",1.27977
"(11, 1, 276268)",1.23825
"(11, 1, 276269)",1.15303
"(11, 1, 276737)",1.52752
"(11, 1, 276738)",1.58677
"(11, 2, 276183)",1.87345
"(11, 2, 276184)",1.2300799999999998
"(11, 2, 275911)",1.82721
"(11, 2, 275912)",1.22773
"(11, 2, 276240)",1.23366
"(11, 2, 276241)",1.15552
"(11, 2, 276264)",1.01604
"(11, 2, 276265)",1.70407
"(11, 2, 276268)",1.26671
"(11, 2, 276269)",1.18936
"(11, 2, 276737)",1.45894
"(11, 2, 276738)",1.47755
"(12, 0, 276183)",1.6799
"(12, 0, 276184)",1.23603
"(12, 0, 275911)",1.83503
"(12, 0, 275912)",1.16384
"(12, 0, 276240)",1.17635
"(12, 0, 276241)",1.07871
"(12, 0, 276264)",1.0189700000000002
"(12, 0, 276265)",1.20931
"(12, 0, 276268)",1.20179
"(12, 0, 276269)",1.16685
"(12, 0, 276737)",1.40414
"(12, 0, 276738)",2.64279
"(12, 1, 276183)",1.48876
"(12, 1, 276184)",1.30645
"(12, 1, 275911)",1.93236
"(12, 1, 275912)",1.13235
"(12, 1, 276240)",1.18562
"(12, 1, 276241)",1.11182
"(12, 1, 276264)",1.02393
"(12, 1, 276265)",1.28758
"(12, 1, 276268)",1.22781
"(12, 1, 276269)",1.16588
"(12, 1, 276737)",1.39783
"(12, 1, 276738)",3.107
"(12, 2, 276183)",1.38961
"(12, 2, 276184)",1.3037
"(12, 2, 275911)",1.82054
"(12, 2, 275912)",1.13946
"(12, 2, 276240)",1.17034
"(12, 2, 276241)",1.11425
"(12, 2, 276264)",1.02857
"(12, 2, 276265)",1.27726
"(12, 2, 276268)",1.2167
"(12, 2, 276269)",1.19306
"(12, 2, 276737)",1.62305
"(12, 2, 276738)",2.35581
"(13, 0, 276183)",1.97554
"(13, 0, 276184)",1.31257
"(13, 0, 275911)",1.7632900000000002
"(13, 0, 275912)",1.1461
"(13, 0, 276240)",1.14415
"(13, 0, 276241)",1.10762
"(13, 0, 276264)",1.00703
"(13, 0, 276265)",1.24672
"(13, 0, 276268)",1.25549
"(13, 0, 276269)",1.18841
"(13, 0, 276737)",1.43651
"(13, 0, 276738)",1.6416400000000002
"(13, 1, 276183)",2.11188
"(13, 1, 276184)",1.24138
"(13, 1, 275911)",1.4804700000000002
"(13, 1, 275912)",1.16659
"(13, 1, 276240)",1.11283
"(13, 1, 276241)",1.0874
"(13, 1, 276264)",1.00561
"(13, 1, 276265)",1.28084
"(13, 1, 276268)",1.20215
"(13, 1, 276269)",1.19779
"(13, 1, 276737)",1.44471
"(13, 1, 276738)",1.75012
"(13, 2, 276183)",1.77788
"(13, 2, 276184)",1.16545
"(13, 2, 275911)",1.3132
"(13, 2, 275912)",1.1646299999999998
"(13, 2, 276240)",1.1028
"(13, 2, 276241)",1.08732
"(13, 2, 276264)",0.992802
"(13, 2, 276265)",1.28673
"(13, 2, 276268)",1.19672
"(13, 2, 276269)",1.18345
"(13, 2, 276737)",1.42085
"(13, 2, 276738)",1.97416
"(0, 0, 276183)",1.05055
"(0, 0, 276184)",2.40769
"(0, 0, 275911)",2.01041
"(0, 0, 275912)",2.69133
"(0, 0, 276240)",1.25959
"(0, 0, 276241)",1.2532
"(0, 0, 276264)",0.974816
"(0, 0, 276265)",1.17749
"(0, 0, 276268)",1.29171
"(0, 0, 276269)",1.80973
"(0, 0, 276737)",1.23006
"(0, 0, 276738)",1.05786
"(0, 1, 276183)",1.04901
"(0, 1, 276184)",2.4609
"(0, 1, 275911)",2.09265
"(0, 1, 275912)",2.58724
"(0, 1, 276240)",1.21594
"(0, 1, 276241)",1.35294
"(0, 1, 276264)",0.955646
"(0, 1, 276265)",1.22065
"(0, 1, 276268)",1.3555700000000002
"(0, 1, 276269)",2.66388
"(0, 1, 276737)",1.18182
"(0, 1, 276738)",1.04778
"(0, 2, 276183)",1.05505
"(0, 2, 276184)",2.79951
"(0, 2, 275911)",1.87969
"(0, 2, 275912)",2.63551
"(0, 2, 276240)",1.09974
"(0, 2, 276241)",1.1820700000000002
"(0, 2, 276264)",0.992818
"(0, 2, 276265)",1.18725
"(0, 2, 276268)",1.0828
"(0, 2, 276269)",2.02695
"(0, 2, 276737)",1.30617
"(0, 2, 276738)",1.11665
"(1, 0, 276183)",1.0652
"(1, 0, 276184)",2.55459
"(1, 0, 275911)",1.55647
"(1, 0, 275912)",2.22478
"(1, 0, 276240)",1.08926
"(1, 0, 276241)",1.19001
"(1, 0, 276264)",0.974087
"(1, 0, 276265)",1.1367200000000002
"(1, 0, 276268)",1.13493
"(1, 0, 276269)",1.34342
"(1, 0, 276737)",1.23897
"(1, 0, 276738)",1.06418
"(1, 1, 276183)",1.07499
"(1, 1, 276184)",2.09768
"(1, 1, 275911)",1.34777
"(1, 1, 275912)",3.13059
"(1, 1, 276240)",1.09814
"(1, 1, 276241)",1.14402
"(1, 1, 276264)",0.989761
"(1, 1, 276265)",1.12495
"(1, 1, 276268)",1.09575
"(1, 1, 276269)",1.18802
"(1, 1, 276737)",1.24596
"(1, 1, 276738)",1.22691
"(1, 2, 276183)",1.09423
"(1, 2, 276184)",2.02189
"(1, 2, 275911)",1.34753
"(1, 2, 275912)",2.6291
"(1, 2, 276240)",1.12995
"(1, 2, 276241)",1.15068
"(1, 2, 276264)",0.995022
"(1, 2, 276265)",1.1554
"(1, 2, 276268)",1.09473
"(1, 2, 276269)",1.37934
"(1, 2, 276737)",1.21537
"(1, 2, 276738)",1.20306
"(2, 0, 276183)",1.46635
"(2, 0, 276184)",1.99836
"(2, 0, 275911)",1.30548
"(2, 0, 275912)",1.75591
"(2, 0, 276240)",1.10618
"(2, 0, 276241)",1.08499
"(2, 0, 276264)",1.02009
"(2, 0, 276265)",1.16256
"(2, 0, 276268)",1.12372
"(2, 0, 276269)",1.0727
"(2, 0, 276737)",1.43258
"(2, 0, 276738)",1.42717
"(2, 1, 276183)",1.74992
"(2, 1, 276184)",2.13153
"(2, 1, 275911)",1.32933
"(2, 1, 275912)",1.88122
"(2, 1, 276240)",1.10309
"(2, 1, 276241)",1.10537
"(2, 1, 276264)",1.00528
"(2, 1, 276265)",1.18721
"(2, 1, 276268)",1.1052799999999998
"(2, 1, 276269)",1.09064
"(2, 1, 276737)",1.36355
"(2, 1, 276738)",1.61575
"(2, 2, 276183)",1.75387
"(2, 2, 276184)",1.99099
"(2, 2, 275911)",1.29243
"(2, 2, 275912)",1.79608
"(2, 2, 276240)",1.08968
"(2, 2, 276241)",1.11123
"(2, 2, 276264)",0.944986
"(2, 2, 276265)",1.18752
"(2, 2, 276268)",1.14895
"(2, 2, 276269)",1.09328
"(2, 2, 276737)",1.45863
"(2, 2, 276738)",1.52916
"(3, 0, 276183)",1.88255
"(3, 0, 276184)",1.93966
"(3, 0, 275911)",1.30334
"(3, 0, 275912)",1.44596
"(3, 0, 276240)",1.13699
